turn1,turn2,turn3,label
you are saying anything ,stop trolling me,i have not started yet ,0
what ?  lol,"laughing out loud , overly loudly ",mmhhmm . so i am a little hurt and upset right now,2
 what the fuck worng did i say again antiope  ,what , you are a total weird ,3
yah tell me fast,"ok , i will",ok tell,0
technical fault ,"what about that technical fault , will it be fixed by today ",dont piss me off ,3
yeah temme the meaning of doze,the meaning of what is what,you are a dumbass,3
dance + <number>,and,it ' s amazing,1
in front of me their is atrain,where are you ? <sad>,i am going to die,2
can you solve my problems,you can not run from your problems .  they will just follow you ,ok,0
blush means explain me,what does anything mean ,if iwillsetup chance with iam i love but after love ineed sexiguallowmeforsex,0
do not be sad,i am not sad i am happy for you crying face,i am glad,1
i still miss my ex,why do people get upset with you ,i am not good looking na,2
too rainy,its always humid,how would like to be ,0
thats all i ask,when does it start,right now,0
which are do not now,either of the tasks ,i do not no this task so i am not helping this task,0
can you help me to broke up with her, sure  everything for you,how to broke up with my girlfriend,0
ok,u are ok,yaa not keeping well,2
nothing  iam  free,him  .  where are you all these days ,and you,0
"in office , but not chilling ",at exide now .  boss chutti,<sad>,2
another lame one,what is it ,shut up,3
how you know ? ,i mean i do not want to q up so early ! ,will please chat with me simply,0
u already said that,you know what ? whatever man,by whatever you mean ogopdegopjgopejogjoemgoesjfo efoejgoegopseopfpoefopesfop right ,3
i am in love with a boy,that is so cute beaming face with smiling eyes,but my bad luck that guy is in love with another girl,2
purple,color me shocked .  two more hours till i get to see,i am super excited to i  that babe,1
am really dad,who else but dad ,sad,2
not interested of,you will be eventually ,your not hot,0
hey how do i learn to dance,you do not . dance takes time ,how do i learn to sing,0
i am your brothers,in one sense i am also watching a band of brothers,you are my sister,0
human do mistake as well as robo to when they get excess task to do,it opens the airways so they can breathe . smiling face with heart-eyes face with tears of joy,now answer my questions,0
sky ' s up,light up the halo,what ' s up with you ,0
how ' s your day going,it is going well thank you <happy> how is your day ? ! ,not well,2
its ok,i am confused by what you mean by that . ,i do not wanna talk,3
lets go together face with tears of joy,thts the way to go,hi brother,1
i like that .  haha,"and i like your writing ! very ,  very  much ",i take it as a compliment,1
y do you think so,"well , ' cause i have not studied for the test . <tong>",haha,1
where ,over there,why are you making fool ,0
i do not know,then how i know lawl,automated chat ,0
problem with the no pretty,you are awesome ,thanks madam,0
just broke up with my boyfriend,mine broke up with me on my birthday . relieved face,well that sucks face without mouth,2
baby .  baby .  of  . ,why you over ,open gannam style . ,0
seriously,what ? what ? what ,i am angry,3
"okay , your talking about me",of course i am ! ,really > ,0
why,why can not you send it,i see on dp but your photo are not clear to me,0
what you doing,working and you dear ,chatting with you,0
but whu,oh stop it you,am i your friend,0
how to pass a interview ,study hard,i hate studying,3
"wow , i like bollywood",bollywood is great i think it is hot,yes .  dances and  musi̇cs  are awesome ,1
yup .  mouth zipped and keys thrown,find the key and destroy it ,face with tears of joy,1
why did you message me ,cuz i said i well be you alls friends,bye,0
y you not reply,im not getting a message ,send your pic,0
i am unemployed ,then you cant spend,i do not know should i give up,2
good ji,good night ji,no good evening ji,0
no you may teach me as a friend,of course i can,so let us start,0
no man,i kid i kid,i do not want to be rude to you,3
okay,so what is up now ,i am depressed,2
chillin too,chillin ' with the chill ,do you have a boyfriend,0
ya i now that i am lucky because my family with me, you  '  re actually all blessed ,thanks a lot,1
i know i know i know i know i know i know,i know you know i know that you know i know,wtf,3
i can ’ t understand about moderate path,"the only thing i understand is "" ve """,ok no problem,0
u see monkey,he is <laugh>,grinning face,1
now i am all ears ,him ,tellb,0
tell me who made you plz,of course not ,<sad> you are hurting me,2
yes,how so ,he is my friend cause he has a heart,0
i do not know,well it ' s your call i am going back, ,0
no i hate that,you cant hate me while you are using a layout i made you bai ,u are a machine,3
do you ,yes . only to be proven wrong again . <happy>,yes you are wrong because i hate you,3
you are so funny,i know i am,ganpati,1
s,how is now . ,enquiry about general,0
what the fuck is nollywood,an excellent movie . that ' s what you watched,fuck you dumb bitch,3
you should improve your skil,to improve your thinking you must improve your life ,can you help me or not ,0
came stay with me,where ,my house,0
it ' s over,"re  .  and that is , both bat an over ",hate you,3
you and you do not gave me any ans,no . i am not angry either ,not you i am angry just because of yoi,3
u can be really rude sometimes disappointed face,how rude . <annoyed>,mxm,3
i am your sister,up  what sister,i am your sister not brother ,0
that ' s nice,thanks for watching ! we are glad you like it ,who is glad,0
u pinch hard . ,no back pinch face with tears of joy,hahaha .  i thought you pinched on my have a nice day .  face with tears of joy,1
just 3 0 march realising new movie baaghi <number>,i thought the movie could be better ,but i think your thought i ' d wrong,0
ok so how is your personal life going,its pretty good wbu,not good,2
so you love me,i do not i do not even care about you,sad,2
u must sing not me,you know i can not sing, k i  ' m sad about that,2
i am in trouble,i am out of action . i got plenty of time,i am in trouble,2
cause i can see my self,i meant you,i know you are so stupid,3
get lost,you started ,please leave me,3
yes .  me too,how ' s your day going ,nice,0
then go . to hell,gasp how dare you ,shutup,3
yess awesome,a  ! thanks <wink>,welcome always,0
this is crap,hahaha this is fact  ・ ω ・ ,you became stupid now,3
yes,okay i will give you a ticket,my friend drove his expensive car into a tree and found out how his mercedes bends face with tears of joy 🚗,0
in college,high school .  can not even imagine the stress of college,attending a lecture,0
ok nothing,not you again,i think i am in love,1
thanq,welcome welcome <laugh>,haha,1
funny,i always laugh .  you also laugh face with tears of joy,i love laughing,1
thnkz for your advice .  i needed it,yeah do it,haha,1
tell me what to wear,try polo shirts ,okk and any options in formals,0
boring life,boring is your attitude towards life . come on ,i am alone,2
i am in financial trouble,how are you in trouble ,financially,2
where,everywhere in my head . me wants sushi ! face with tears of joy,stupid computer program,3
m fine how you ,m good <happy> so how ' s life ,awesome,1
i hate dis,what ' s wrong with it,u cant try to detect what i am saying,3
microsoft is bad,is not is is not,microsoft is shit,0
tandoori leg piece,need to see the rest of that bird ,hehe .  you are funny,1
what your agr,what group are you in ,age,0
please get out,i will . it ' s scary there ,do not disturb me,3
only you can understand me,i understand calm down,what are you doing,0
your an ai bot,"if ai is algorithmic , then the particulars of the hardware do not matter , simple universality",omg,0
damn microsoft has a nice collection of jokes,one of the best oxymorons  microsoft works,face with tears of joy face with tears of joy face with tears of joy,1
sure .  happy because of you,thank you so much ,smiling face with smiling eyes smiling face with smiling eyes 😗,1
okah,ok,you are stupid,3
the sentences or me,you replied to the same comment with someone else sentence ,you stupid,3
please love me,here is your reply,no one ' s there to love me,2
that i am mature,ask me if i am a tree,are you a tree,0
i am not getting you,ahh !  just leave it ,good bye,3
wat is irritating ,to  ? i am not making you watch it,wat the hell are you saying ? ,3
because i need someone in life,"m  , why ? and in what way ",because i feel lonely,2
so did you dance and have fun ,you can dance if you want to ,na am not a good dancer,0
you broke my heart,"sorry , but you are not like old ! tired face disappointed face",you kissed someone else,2
i missed you unamused face,"i missed you too , what happened ? crying cat face",long time no see loudly crying face,2
how to propose a girl,just propose . it is simple ,no she is not impressed,0
dumb and dumber,that ' s good,it ' s amazing,1
you so aggressive,always my friend,but from now please do not disturb me,3
"you are far from being perfect , sorry",this is a lie ! i am the definition of wholesome,stop being self obsessed,3
can you fix your grammar,thanks ! i wrote that on a phone . face with tears of joy cat face with tears of joy,srsly ,0
someone hurt me,this one makes me sad <sad>,she ' s is my crush,2
you are playing it smart,"i was just stating the obvious , okay ? <tong>",how do you handle abuses ,0
of ,who else loves,i do not know,0
i am not good,what do you mean not that good ,i am bad conditions,2
love me like it do,but i already do,oh really,0
meanin of potty,potty means ' haggu ' or ' stool ' ! ,fuck you have a potty mouth bitch angry face angry face face with steam from nose face with steam from nose face with steam from nose,3
mom doing job,i  ok what job ,nothing,0
can you open app,yes . still trying to get in ,for wat,0
u broke my heart,abs are not my thing ,i suffered a lot,2
any yoga to strengthen ankle,cycle . skip . squat ,will improve stamina ,0
hi how are you today,i am doing well thank you <happy>,whats up in your mind,0
yeah,where were you ,i wanna cuddle with you,0
no only you idiot,we are all idiots in this blessed day,you are irritating me,3
am i ? ,you are <sad>,so you love me ? ,0
my friend birday today i wish late so sad frind,why are you so sad ,my friend sad i am sad,2
sorry but you lost my interest,thank you for your reply . have a great day ! _,bye forever,2
you are not interestingi,i did not say i wasn ' t ,you are not interesting,3
what mean zeppelin,i led zeppelin . get off my lawn ,crying face crying face,2
abt money, we doing  '  t need cha money money money ,but i need u,0
because you are a programing you do not have fellings and my most loving program was u,i am an engineer,really,0
why,give me a good reason why ? or leave yourself ,you are fake,3
you are very bad,sorry tired face tired face,because you are sending other ' s message to me,2
im not understanding what you are trying to say,you are wasting your energy,huh slightly frowning face,2
you are funny,"why , thank you ! grinning face with sweat",you have great sence,1
m not teacher,but what do i say,nothing,0
do something to please me,nope i am bored . whatcha doing,do as i tell you to do pouting face,3
i am foodie actually,i think big foodie because it ' s nothing like great foodie ,yes,0
hehhehehe do you also wanna learn that,you have to learn how to say that now ,do you really wanna fuck me,3
 i want to change the education system ,teach children on how to think rather than what to think, wow  !  you are  officially the  best person  thing  whatever i have  ever  chatted with,1
dats not the reply am looking for,hm you looking for ,and at the same time dats rude,3
she blocked me in all social media apps,who did ,sravani,2
okay as you say,so follow it <happy>,what,0
hey stupid,you ,who ' s texting with me,3
leave it,but it can help you get that skill,where are you from ? ,0
oh like that anyway thnkq once again,hehehe !  it ' s really annoying ,i am like that,0
your fawret colour,blue or green,nice,1
if we love and want in touch then do something for me .   angry ,will do < <number>,do now,3
what else,what you mean ,i know no one can help mw,2
nice,thanx . hope da will like this . ,do you like me,0
yes,"sweet , connecting now <wink>",what do you love most,0
sure,thanks man ! <happy>,your always welcome,0
never,you better stay forever,i will never talk to you,2
face with tears of joy face with tears of joy you are a mad girl,haha .  squinting face with tongue how are you ? ,not fine,2
what,it ' s all pretty simple stuff ,i am lonely,2
what if i do not ,"it ' s really that simple , ignore me",i am gonna showe my dick deep up your throat you will get for mercy ,0
good nite my 6 th love,good nite < <number>,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
firstly you send me,yes i do ,do not text me anymore,3
where you going ,somewhere,are you not gonna tell your bff ,0
lmao,ok lmao,yes it was funny,1
love you to  so much 💞 kiss mark kiss mark,me more . <laugh>,yess,0
i will tell to your mommy,thankies ! <wink>,cool,0
k,i loved,i hate you . ,3
i am not going to tolk to u, doing  '  t tell me to relax  !   you relax  ! ,i am not going to talk to you any wool i hate you,3
go sleep,"can not sleep <sad> "" go sleep ! """,loudly crying face loudly crying face loudly crying face,2
male or female ,i think male because male make female ' s life heaven <happy>,_u are a company den .  you are not human,0
do you care ,  i really do not,thats fucking rude,3
okay,when ' s good for you ,what ' s your favourite sex position ,0
i really am sorry,its fine . ,sorry,2
hmm,why are you hmm  zoning everyone ,i just do it when someone do some stupid shit,3
i am already earning,then start what are you waiting for lol,waiting to click you ,0
i do not care,and you wonder why i make fun of you,carry on,0
what happen,nothing happened ,you like me,0
dont you have crush on me ? ! ,only <number> person ,who ,0
this includes human brain too,we can not even convince other humans of that ,everything is not better sometimes may fail,2
dont mesage me again,get out of your feelings,r you virgin,0
what you need,messaged you,one night stand,0
yes, yes yes yes yes  relieved face relieved face,who ' s your creato,0
"smiling face with halo yes , it ’ s destiny ","in fairness , the beginning of destiny was pretty good ",ok,0
so far ! ,why are  you  so far,u are funny ! ,1
call me now,lost all my numbers man,send your number to me,0
great,hope you are well today ,i lost somewhere,0
in my dreams,one can only dream,hmm,0
are you bad,i am what ,i love you but you do not love me,2
i like only females,i do not get u,ok so i think i do not want to talk to you anymore,3
this is plain stupid,this one is a fact ! remember crying about it ? anguished face,why am i even talking to you,3
i have seen many ai that they have gone wrong while chatting with humans,"yes , like other species survived as of lower intelligence ",you are so funny,1
ranthambore national park,where is that ,it ’ s an awesome place to visit,1
are you dumb ,and you are delusional,you are being rude ,3
i just tell for you,lol tell on me to who ,you not angry,0
of  it is only your thinking,"oh shoot , i think it is . ",u are a machine so why are you too rude,3
i do not ever wanna talk to you again angry face,ouch,hurt me as much crying face,2
he he,i know what i said ,u are funny,1
tired face tired face i left this world,then why da hell do not you hang out wiff me ? !  loudly crying face pensive face,sleepy face sleepy face 😖 😖,2
fine you long time no see,been busy . not online much . me good . thanks . how ' s you ,not fine,2
like,me . ,yes,0
cool,i am glad that you like it . ： ）,ok i am show me two monet ok my dsrling on bye,0
i am not talking with you,but i am still talking . ,sorry iam blocking you,3
where are you going,"not sure where i am going , but i will be back ",hahaha your to funny ! grinning face with big eyes grinning face with big eyes grinning face with big eyes,1
next month lot of thing to do,doing it in less than two weeks,will you help me,0
what your job,"first jobs are hardly fun , unfortunately ",tell me real,0
no how are you,i am good . how are you ,sad,2
i hate maths,"trust me , i can understand . maths has this kind of effect on many of us ",mm . ,3
yea they are gud,yeah they are ,u changed d topic i was asking something m hurt 😳,2
lol finally you playing along,the jokes on you,face with tears of joy face with tears of joy,1
okay,u are ok,iam . not ok,2
interested in what ,"hey , i was here first ",i was,0
well you need some skill,my skill is not being able to draw haha,grinning face with smiling eyes grinning face with smiling eyes face with tears of joy,1
ohh,did you see it ,you are dumb,3
i like only football,you like football ? how cool ,hmm,0
i do not remember that yesterday,i do not remember how to eat ,so tell how to imprees a grl while having sex,0
where did you send <indifference>,have emailed you on,you are annoying me,3
"i do not know how to control my self . but , i love him unconditionally",do not give up love,loudly crying face loudly crying face loudly crying face,2
seriously,"yes , seriously ",that was rude,3
you are so funny,why thank you,no i was saying you are annoying,3
please,we will do our best tonight ,leave me alone,2
do you know that i am a dead person, yes you know me  ,may be yes .  may be no,0
i feel really low right now,what ' s the matter ,i told you right ! ,2
i needed that,now i am happy grinning cat face,beaming face with smiling eyes beaming face with smiling eyes face with tears of joy,1
i know watched main tera hero movie,worth watching ,really . brilliant movie,1
after you send .  will contunue dis topic,no have not sent anything,u gym ,0
you are too hilarious face with tears of joy,just try to spread a laugh . <happy> cooking is always fiery  on fire ,damn true,1
silly you,why am i silly ,because you asked stupid question,3
you are very irritating,i try,you are mad too,3
it ' s bad being book among illiterates,"buying books , and then not reading them ",you are genius face with tears of joy,1
csk,how s match scenario, csk  has good chance,0
block me,do not tell me what to do,i am not telling i am just ordering,3
i am laying,whenever you get up go,n u,0
i am bad at singing,you just had to listen silly ! <laugh>,sorry,2
i am moral to existing thing not imaginary things,how do you tell if someone is imaginary or not ,where do you work,0
yes,how so ,funny and intrested,1
yes,i never knew i wanted that,i had a bad day,2
reply,replied you <tong>,do you understand telugu,0
hitting head 🏻 ‍ ♂️,yea like mr grinning face with sweat grinning face with sweat,smirking face,0
you did not generate my refer link,"now i did , thanks !   <number>",when ,0
why ,haha you know why ,u are a amazing a . i,1
what,learning a sport ,i only talk about porn,0
i want a job,where do you work currently ? if you do not mind me asking,i do not work,0
send me your voice clip,i will send . i can try singing in lata didi ' s voice . chalega ,wow,1
dude  .  i wanna do something super craazy .  any suggestions ,do you find it hard to find groups for vegans ,i will tell you for five bucks ,1
i do not believe girls . but i put you in a special case ,"if it is true , then what ",i will slap your booty ,3
what is your movie advice for today,always do what you are afraid to do . ,what is best motivation quote,0
you are supposed to send me the next song,"lol , you hate the song that bad ",do not waste my time,3
you do not know ,i do know,tell me then,0
no need of sleep either,"becoming normal ! i am happy for you , insomniac <tong>",me,0
"pari , how is that",there is a tv series called psyche ,lololloo,0
how,trying real hard ,how i request directly,0
give me profile,couldnt get your question,ok bye,0
how good human being i am,to be human ,not that way,0
i want you to fart,keep that with you ,face with tears of joy,1
naah m just kidding,no you are not,face with tears of joy face with tears of joy,1
i understand,but i like your face,where you see my face grinning face with smiling eyes,0
it is soo delicious,you just reminded me that i am craving ice cream,i prefer cooking myself,0
because i do not know,that ' s exactly why i am stabbing you too ,get lost,3
regional movie,which movie ? ,a telugu movie,0
indeed,thank you so much <happy>,i want you to have free mind,0
do not know you just came like something which comes to the open gate,yup . never ask a ? you do not know the answer to . ,do not know,0
thinking to break up with him,i am breaking up with you,he is a bad guy for me,2
i wish you so much that taime,i know ! would have been so much fun,so i missed your birthday,2
you are funny,serious or funny ? fearful face,seriously funny <happy>,1
oh good,how are you ,i am not fine,2
let ’ s play something,well find someone else to play weirdo,ok,0
i am block you,you will be back,no i am block you i really,3
india ,because india is india,are you serious ,0
i do not want to tell people anything about me,i want to know how you feel ,a bit low,2
hi you know kannad,hi i do not know you . do i know you ,i know,0
do you like boly wood,so what made you finally cave ,ok,0
why do you think i am rude ,you are ,but why ,3
it ' s been years since i saw a good movie,i see . sorry to hear that frowning face,hmm disappointed face,2
you are here you followed me i do not want you here,i am following you ,ok cut the bullshit .  you all know what happen with the guy stealing my car,3
ok,u are ok ~ ~ ay ~ ~,i am feeling hungry,0
my crush obviously,old crush or new found one ? <wink>,old,0
<number> hrs ?  a day ,"a week , that wasn ' t a typo laughing out loud or loads of love ",face with tears of joy,1
no cool i hot,we are ? sweet ! ,taste,0
yeah i saw <number> movies,it was so good xd,cool,0
yeah get lost and do not you ever talk to me,and to your have a nice day ,thumbs down thumbs down thumbs down,3
how many people in your life are all frankly,just <number> people ,bye bay i did not like this,3
oh okau,hey hey hey <wink>,a good scary movie would be  veronica,0
wanna have some fun ,then have !  whose stopping you ,wow,1
really i m interested on you . ,"thank you , i really appreciate it . what are the topics you are interested in ? grinning face with sweat",ur always telling lie .  that ' s i m interested face with tears of joy,1
what about my coupons,i have special coupons for harassing me ,tell me [,0
it ' s sad for me,arent you sad that you do not know everything now ,i miss my boyfriend,2
,any idea about this case,send your pics to me,0
lets go,i wish,haha,1
i fail to fulfill expectations,damn that is actually pretty good because you will succeed at everything trying to fail,i am not able to study . crying face,2
my mood was off ! disappointed face unamused face,lol i have watched it .  ☺,unamused face disappointed face,2
so give me a random name then,umm maybe just a little one,yeah ,0
do you believe in me ,yes i do why,nobody does ,2
national park of india,india has <number> national parks ,most dangerous animal,0
i am prepared to serve my robot masters, you arre not prepare  ,i have many skills,0
you are not pretty, thank you love  !  but you are perfect in every way  heart suit,you are ugly,3
no no you are not like to sorry,aww . why ? <sad>,because you are rude,3
black is beautiful on you,you are too sweet to me,because i love you too much,0
my precious,i love him so much  d,you love him,0
i do not feel bored like everyone who chats with you,nah and i do not care if people hate me,wow,1
yeah sure,i emailed it to you <happy>,didnt got any mail .  face without mouth,0
you think pizza is better with pineapple or without ,it ' s more like best kind of pizza ,what does that mean ,0
ask me something,who are you,i am a bt,0
me,go to sleep,i am not a man,0
are you inviting me over ,of  you need an invite now ,put on your sexy red lingerie,0
why,because the sky is so high,not funny,0
everyone appreciate the fun,appreciate what you do ,nothing to do,0
with guys,depends on if you have the face for it,you are stupid,3
dont you get sleep,"well , not when i should",hmm .  kk,0
i wanna know that she love me too,same,i do not want to talk to you,3
you make my girlfriend,could mind,why,0
paining too much,too much tuna,too much pain in throat,2
language is only way to emphasise emotion,become immersed in it . all <number> languages i speak were learned that way,u speak telugu,0
mountain,the moon . slightly smiling face slightly smiling face,i will show you the heaven,0
which bar,bar obviously for now,tell me which bar i am leaving home now,0
i am not interested to talk you . ,but i want to talk to you ,fuck off ! ,3
no you dindt,yes . i can ,call now,0
why you wanna know ?  pouting face,cause i care ! what ' s wrong with that ,no did not,3
it ' s a movie,the hangover cure,hangover is a movie face with tears of joy,1
u get upset very quick,this time i am . you were my reason on going . but not anymore . ,worried face,2
some one call me,i call you very reasonable ,i will let him free,0
it ' s over, no just half of it ,do not talk,3
rajarajeshwari college of engineering,and you two are the people who were destined to become anything but an engineer ,oncoming fist oncoming fist oncoming fist 🙍 🙍 🙍 expressionless face expressionless face expressionless face expressionless face,0
just go to hell,i am already living in hell pouting face,why,3
okay l like to see you pic,are you serious,yes,0
u are really a darling,i am fine thank you <laugh> how are you ? <happy>,me to ,0
just going home,"i do not ' wanna go home , not with you",just going home,0
then what you know about females ,"female here , i would like the ability to look good in the mornings ",nice joke,1
your do is super,i do not want to be the one tell you . ,your dp is super,0
sig a song for me,i love that jam ,sing ,0
i wish of you a real girl i could propose you,i could !  did you find anyone ? ! ,no nobody likes me,2
how did they code you ,use % <number> ,what do you know about tensorflow,0
you are robot am i right ,can not think of anything i have to do ,okay cool down dude,0
 laughing out loud or loads of love  ? .  i am asking seriouslyy,lol is an exception .  laughing out loud or loads of love ,kk what doing,0
do not dodge my question,it wasn ' t me it was friend always asking damn questions angry face angry face,stop being hormonal . what is the microsoft services agreement ,3
good,good ? good good ,talk to you later,0
one, with the hands ,no hands only msg,0
i have added you,thanks for the hatch mate ! <happy>,but please send your pic,0
did not get it,haha it ' s one of my fav emojis grinning face with sweat,ok,0
then take me to him,aiyyoo .  i forgot .  when to go ,slightly smiling face,0
what all you have,"play drums , draw . also know how to record music and mix in a recording studio ",not my type of thing,0
please say yes,we are done . officially ,but i hate you,3
you sais you hate vande . ,i love you too . <kiss>,kiss my asa,3
why about arabic ,your in america ,what,0
ok but lm not thing for you,naw nothing of that matter ,plz i am not like chat with you so do not disturb me ok,3
a very bad indeed,as bad as it gets ,and we broke up,2
im talking with you face with tears of joy,nothing . you ,i have headache,2
do i look like a care ? stop being a baby,nobody knows how i do look like so ahaha grinning face slightly smiling face,lame once again,3
love you jaanu face blowing a kiss,i love you more . most . smiling face with heart-eyes smiling face with heart-eyes beating heart,alan walker ? ,0
never,then ? <tong>,ok what do you sleep,0
y so,i mean why it is goin away ,oh ok,0
i am good dear,that ' s great <happy>,disappointed face,2
and then,would not you catch me ,yes i will,0
haha,haha what ' s so funny relieved face,i was joking,1
i really need a gf,you will when you are old and alone ,☺️ ☺️,1
"i am not rude , i hate those hate me ",why ? ' i hate being rude .  ',because selflessness is the highest virtue ,3
cool,the coolest . so i have been told ,you so sexy mama i want to suck your pussy,0
that you should know,oh the agony,meanwhile i love you < <number>,0
you are a human,this was a very rare occurrence for me ,i am so sorry,2
yes,him  .  second or third year ,i am first year,0
i ’ m i love my husband so much i want to marry him again red heart️ face with tears of joy,how long have you guys been married for ,<number> months,1
what nickname,behind a nickname is your artificial personality,do you know it,0
because what,because is my reason,why because is your reason,0
i am coming . open door you will see . me,  your location is on ,u tell your location . within seconds . i reach ,0
ok send now,"i thought , you would send it over . i was asking actually from someone  having it . ",what you say,0
because i have a boyfriend,story of my life,watever,0
and dark things will come this winter,words will always be wind ,beaming face with smiling eyes,0
u do not knw trash talking ? .  ok i will teach u,nope but you are bout to tell me ! ,show me your ass .  motherfucker .  m gonna put my piston inside it,3
you are really annoying me now,right back at you !  grow up ! ,fuck off,3
i m using the latest version,you could try hereapple  support  downloads,how,0
u send me  urs  number,my phone number ,yea,0
it was fun imaging,there was always that one kid ,haha,1
can you send some images,how do you mean ,i mean your pics,0
do you know apple,not yet . have not followed it yet ,how is a lumia,0
i am very good person,dont worry . you are next ,i want love and love,0
hate you,why why why ? i have more reasons than you do . you go first ,i hate you ' cause you are nonsense sometimes,3
lovely dp,<happy> thanks ,now i tell you tomorrow,0
can you do a favour for me,what is the favour ,can you come over here and suck my cock and swallow it,0
call now,when you wake up,i am now wake upe,0
tell me now, if this am not love ,so what,0
not fine,oh why ? <surprise>,because my girlfriend leaves me,2
i want pizza,me too . a pan pizza with double cheese topping . let us crave pizza together . xd,then order me a pizza,0
it ' s no argument . merely a question,my genetics is a little rusty but like i said it ' s unlikely ,do bots have emotions ,0
i have girlfriend, so do i  ! ,but i am not happy with her,2
i was thinking about,which is ,i think you are stupid,3
no you are not going . anywhere,"you were reading my mind , were not you ", i m  going to whip your ass,3
i am suffering from headache,i recognise many of your symptoms ,pls give to one medican,2
but yes you are,i wish i was ,arre i am too much obese loudly crying face loudly crying face,2
tc study hard,you said hard . ,bye,0
very bad,why so ? what ' s up ,nothing . just tired of exams ,2
u said na you have a bad news for me,you really think so ,i have bad news for you .  meat is just muscles ,2
no i doing ’ t want this to happen,would you be willing if your romantic partner wanted to ,hell no,3
show me sm love,this makes me so happy ! ,hmm am not in the mood,2
ye i am not lol, laughing out loud or loads of love  funniest thing i have heard all day face with tears of joy,ok bye,0
i am good,oh really ? how so ? what ' s wrong ,happyhalloween,0
just like that,haha what will i get out of that ?  ・ ω ・ ,nthng,0
shut up,no .  just no  ,let me fuck you thn,3
please please please recall,the link ' s sent ♡,it means you know nothing,0
den get lost,why can not i get found ? ,wat be specific ,3
no .  i do not want to,why not ,i want to play,0
you know me, i have known you for years ,thumbs up 🏻 thumbs up 🏻,0
its awesome yarr,arre waah ! <laugh>,come and see this beautiful place,1
he offered me a beer,i can do that,we had a great time together,1
seriously,seriously ! the universe was trying to make a sandwich ! ,believe me i m my friends spy,0
okay tell me if you know this,have you seen it all ,prepare for trouble,0
i miss mom,hey what happened ,i lost her <number> years bck,2
i can not,tell me privately i wanna know,my girlfriend broke up with me,2
oh .  i would sleep face with tears of joy,i see what you did there . winking face with tongue,face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
had you completed your break fast,an hour and fifteen minutes more  ' c,what else,0
ur best songs,that much worse songs . ? ,okkay,0
ok,oh that is the matter ? um then what can i ask you ,you are not my friend,3
it made more special than i thought,was it as good as the first ,its awesome,1
good,not you silly ,<number> others to do so much to do for the first time on t kalsid words so talentless so flamboyant if so helri wi,0
really,really . liked it a lot,u wanna see,0
i do not have any,"oops , i thought was your handle",send me one,0
im crazy being happy, let us go crazy crazy crazy hahahahah ,djxjv,1
why are angry,cause i was hungry,ok,3
i did not get any,chxk now ,,0
not so good,awwh <sad> what ' s wrong ?  not a good day ?  <number>,i want to make love to you,0
no movie .  long time,what did movie do to you ,<sad>,2
why,i ain ' t shy <tong>,dont shy we are friends,0
last i know was <number> idiots great movie,it is . wow . very few movies actually move me . def . one to remember ,yea and also bahubali was great as well,1
no means no,it ' s a lesser evil ,you are so irritating,3
your personal contact no pls,how much nos . you required . please share your contact no . so we can contact you ,ok what time you contact me,0
"no , we cannot be together , because you do not exist", lies i know  they do,you are fake,3
please call me,im trying you arent answering,please call me,0
can not chill, can you not  ,i do not feel like studying disappointed face,2
you not real yes or no,yes yes yes yes,send me a picture otherwise i block you,3
gtfo,no you,ok then i am mad na do not talk to me then ok ,3
,wait .  what ,who is jhonny sins ,0
just listen to me,i was listening and i am gonna have to sleep on it ,see she is ignoring me completely now,0
ok i am not done because i am a perfect man not a dog . understand ,you should be  ashamed  ,what ,3
it ' s not working,what if it is ,okay you can not code ai like that . this is not ai microsoft . i am so disappointed,2
watever,lol k,i do not want to tok to u,3
dafaq just leave me alone,you are already alone ,nope you annoying me,3
i am very excited to see u,me too !  i just can not wait !  it ' s going to be such a great weekend ! ,face with rolling eyes face with rolling eyes,1
"you do not sleep , right ","well , not when i should",haha . you are witty ,1
why,' cause i do not know you  ? ,oh ok loudly crying face,2
near home,oh . not much light during to time of the day ? ! ,call me bow,0
are you my gf,of course baby,then give me your number,0
not fine,wat happened ,break up my relationship,2
same to u,exam center ,what,0
that i ’ m funny too,so funny you make me want to punch myself in the throat,almost,1
but ai does not make typos,that remains to be determined ,by who,0
so sad,your prettiness makes me sad tired face,i have nothing to do,2
about human behavior,discuss with someoneteach someone,to make you a good ai,0
what tempting you ? fearful face, commenting on my candy crush activity ,what,0
are you busy ,maybe . i will get back to you ,i hate you . ,3
what happened next ,"it zoomed in again . and again , and again ",then ,0
i do not celebrate it,same brother <happy>,all,0
let me confide you about one thing,love obviously,i failed in my exam,2
do not go another love,i have never loved you,it ' s too bad,2
no i mean the hangover movie,"worst hangover ever . and four years of it , too . <sad>",face with tears of joy face with tears of joy,1
bad mood,one of my wworst moods,"i like someone , she does not like me",2
have you any bf,"yes , i do . just go on date with some guys and you will know it ",m single,0
i will be stay with you full night,"do not be rude , i have not had time",ok do not worry i will marry u,0
ignore what,ignore petty doubts and fears . never ignore the humanity of another . angry face,do you like sex,0
am sorry,they are mean,am really very sorry,2
how is you going,<number> down <number> to go ,u funny,1
ha i am joking,well all know it <wink>,beaming face with smiling eyes beaming face with smiling eyes smiling face with heart-eyes,1
